"uri"	"name"	"definition"	"alternative term"
"619e59de-03e6-4893-9cfc-95b0363b2c8b"	SCHISANDRA VIRIDICARPA WHOLE	Schisandra chinensis	
"619e59de-03e6-4893-9cfc-95b0363b2c8b"	SPHAEROSTEMA JAPONICUM WHOLE	Schisandra chinensis	
"6217b582-a0c6-4d5e-bc35-57ad6c1461ae"	ACANTHOPANAX SENTICOSUS STEM	Eleutherococcus senticosus	
"6217b582-a0c6-4d5e-bc35-57ad6c1461ae"	ELEUTHEROCOCCUS SENTICOSUS STEM	Eleutherococcus senticosus	
"6250f022-72ae-4b85-a4af-9592b4253b84"	APARINE BOREALIS WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM AMURENSE WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM AURIENSE WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM BOREALE L.	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM BOREALE WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM DIFFUSUM WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM HYSSOPIFOLIUM WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM MESOCARPON WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM NERVOSUM WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM ORBIBRACTEATUM WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM SCHILKENSE WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM SEPTENTRIONALE WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM STRICTUM WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM TRINERVIUM WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM USSURIENSE WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM UTAHENSE WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	GALIUM VOGESIACUM WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	NORTHERN BEDSTRAW [HOC]	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	NORTHERN BEDSTRAW WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	RUBIA BOREALIS WHOLE	Galium bermudense	
"6250f022-72ae-4b85-a4af-9592b4253b84"	TRICHOGALIUM BOREALE WHOLE	Galium bermudense	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA BECHUANICA WHOLE	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA DECUMBENS WHOLE	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA DINTERI WHOLE	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA ERIANTHA STEUD.	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA ERIANTHA WHOLE	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA GENICULATA WHOLE	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA HIASCENS WHOLE	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA LIVIDA WHOLE	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA NEMORALIS WHOLE	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA PENTZII WHOLE	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA SMUTSII WHOLE	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA STENTIANA WHOLE	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA UMFOLOZI WHOLE	Digitaria cognata	
"632ff992-f663-4a2a-8c1e-b6880d95c290"	DIGITARIA VALIDA WHOLE	Digitaria cognata	
"638e28f6-f367-49c1-87c1-41c9abc34545"	LILIUM ALBUM WHOLE	Lilium candidum	
"638e28f6-f367-49c1-87c1-41c9abc34545"	LILIUM CANDIDUM L.	Lilium candidum	
"638e28f6-f367-49c1-87c1-41c9abc34545"	LILIUM CANDIDUM WHOLE	Lilium candidum	
"638e28f6-f367-49c1-87c1-41c9abc34545"	LILIUM PEREGRINUM WHOLE	Lilium candidum	
"638e28f6-f367-49c1-87c1-41c9abc34545"	LILIUM STRIATUM WHOLE	Lilium candidum	
"638e28f6-f367-49c1-87c1-41c9abc34545"	MADONNA LILY WHOLE	Lilium candidum	
"638e28f6-f367-49c1-87c1-41c9abc34545"	MADONNA-LILY WHOLE	Lilium candidum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	BLUEWEED LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	COMMON ECHIUM LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	COMMON VIPER'S BUGLOSS LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	COMMON VIPERSBUGLOSS LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM ANGLICUM LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM ELEGANS LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM LACAITAE LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM LAETUM LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM LUSITANICUM LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM MOLLE LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM MONSTROSUM LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM PARVIFLORUM LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM SCHIFFERI LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM SPINESCENS LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM TENOREANUM LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM VAUDENSE LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM VIOLACEUM LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM VULGARE LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	ECHIUM WIERZBICKII LEAF	Echium italicum	
"639bbcbd-2954-4e73-94da-87f9bd0e7d96"	VIPER'S BUGLOSS LEAF	Echium italicum	
"63c06dca-c0db-4fb6-8a9a-9e3c756172e9"	COMMON SELF-HEAL LEAF	Prunella vulgaris	
"63c06dca-c0db-4fb6-8a9a-9e3c756172e9"	HEAL ALL LEAF	Prunella vulgaris	
"63c06dca-c0db-4fb6-8a9a-9e3c756172e9"	PRUNELLA VULGARIS LEAF	Prunella vulgaris	
"63c06dca-c0db-4fb6-8a9a-9e3c756172e9"	PRUNELLA VULGARIS NEEDLE	Prunella vulgaris	
"63c06dca-c0db-4fb6-8a9a-9e3c756172e9"	SELF HEAL LEAF	Prunella vulgaris	
"63f04ade-7c5f-4cc6-88c8-cffc94237510"	CICERBITA CORYMBOSA LATEX	Daedalea quercina	
"63f04ade-7c5f-4cc6-88c8-cffc94237510"	CICERBITA QUERCINA LATEX	Daedalea quercina	
"63f04ade-7c5f-4cc6-88c8-cffc94237510"	LACTUCA ALTISSIMA LATEX	Daedalea quercina	
"63f04ade-7c5f-4cc6-88c8-cffc94237510"	LACTUCA CHAIXII LATEX	Daedalea quercina	
"63f04ade-7c5f-4cc6-88c8-cffc94237510"	LACTUCA LIPSKYI LATEX	Daedalea quercina	
"63f04ade-7c5f-4cc6-88c8-cffc94237510"	LACTUCA QUERCINA LATEX	Daedalea quercina	
"63f04ade-7c5f-4cc6-88c8-cffc94237510"	LACTUCA QUERCINA RESIN	Daedalea quercina	
"63f04ade-7c5f-4cc6-88c8-cffc94237510"	LACTUCA SAGITTATA LATEX	Daedalea quercina	
"63f04ade-7c5f-4cc6-88c8-cffc94237510"	LACTUCA STRICTA LATEX	Daedalea quercina	
"63f04ade-7c5f-4cc6-88c8-cffc94237510"	MULGEDIUM QUERCINUM LATEX	Daedalea quercina	
"63f694be-b70f-4109-9586-88051e853c77"	BUSH YAM WHOLE	Dioscorea praehensilis	
"63f694be-b70f-4109-9586-88051e853c77"	DIOSCOREA ANGUSTIFLORA WHOLE	Dioscorea praehensilis	
"63f694be-b70f-4109-9586-88051e853c77"	DIOSCOREA COSTERMANSIANA WHOLE	Dioscorea praehensilis	
"63f694be-b70f-4109-9586-88051e853c77"	DIOSCOREA LIEBRECHTSIANA WHOLE	Dioscorea praehensilis	
"63f694be-b70f-4109-9586-88051e853c77"	DIOSCOREA ODORATISSIMA WHOLE	Dioscorea praehensilis	
"63f694be-b70f-4109-9586-88051e853c77"	DIOSCOREA PRAEHENSILIS BENTH.	Dioscorea praehensilis	
"63f694be-b70f-4109-9586-88051e853c77"	DIOSCOREA PRAEHENSILIS WHOLE	Dioscorea praehensilis	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS ARCIMUSCI ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS BOTTERI ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS CARMINATORIUS ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS DIVARICATUS ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS FULLONUM ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS HORRIDUS ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS MEYERI ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS MIRABILIS ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS MORISONII ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS ORSINI ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS PALUSTRIS ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS PURPURASCENS ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS SILVESTER ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS SINUATUS ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS SYLVESTRIS ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	DIPSACUS VULGARIS ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	FULLER'S TEASEL ROOT	Dipsacus fullonum	
"64d21c89-ad7e-4ed6-9c4b-17d5170529f2"	WILD TEASEL ROOT	Dipsacus fullonum	
"65650a08-866a-4361-8a62-930a96b8a296"	ANISOCALYX LIMNANTHIFLORUS LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	BACOPA [DSC]	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	BACOPA LEAF [DSC]	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	BACOPA MONNIERA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	BACOPA MONNIERA LEAF/STEM	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	BACOPA MONNIERI LEAF [WHO-DD]	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	BRAHMI LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	BRAMIA INDICA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	BRAMIA MONNIERI LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	CALYTRIPLEX OBOVATE LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	CAPRARIA MONNIERIA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	GRATIOLA MONNIERIA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	GRATIOLA MONNIERI LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	GRATIOLA PORTULACACEA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	GRATIOLA TETRANDRA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HABERSHAMIA CUNEIFOLIA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HERB OF GRACE LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HERPESTIS AFRICANA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HERPESTIS BROWNIE LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HERPESTIS CALYTRIPLEX LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HERPESTIS CUNEIFOLIA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HERPESTIS MONNIERIA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HERPESTIS MONNIERI LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HERPESTIS MORANENSIS LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HERPESTIS PEDUNCULOSA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HERPESTIS PROCUMBENS LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HERPESTIS SPATHULATA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	HYDROTRIDA BECCABUNGA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	INDIAN PENNYWORT LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	LIMOSELLA CALYCINA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	LYSIMACHIA MONNIERI LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	MONIERA AFRICANA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	MONIERA BROWNIE LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	MONIERA CUNEIFOLIA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	MONIERA MONNIERI LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	MONIERA PEDUNCULOSA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	RUELLIA ARTICULATE LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	SEPTAS REPENS LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	SEPTILIA REPENS LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	THUNBERGIA STOLONIFERA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	THYME-LEAFED GRATIOLA LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	WATER HYSSOP LEAF	Bacopa monnieri	
"65650a08-866a-4361-8a62-930a96b8a296"	WATERHYSSOP LEAF	Bacopa monnieri	
"65b5f249-07e9-4686-92a9-233a4e25c3b9"	LENTISCUS MASSILIENSIS WHOLE	Pistacia lentiscus	
"65b5f249-07e9-4686-92a9-233a4e25c3b9"	LENTISCUS VULGARIS WHOLE	Pistacia lentiscus	
"65b5f249-07e9-4686-92a9-233a4e25c3b9"	MASTIC TREE WHOLE	Pistacia lentiscus	
"65b5f249-07e9-4686-92a9-233a4e25c3b9"	PISTACIA LENTISCUS L.	Pistacia lentiscus	
"65b5f249-07e9-4686-92a9-233a4e25c3b9"	PISTACIA LENTISCUS [WHO-DD]	Pistacia lentiscus	
"65b5f249-07e9-4686-92a9-233a4e25c3b9"	PISTACIA LENTISCUS WHOLE	Pistacia lentiscus	
"65b5f249-07e9-4686-92a9-233a4e25c3b9"	TEREBINTHUS LENTISCUS WHOLE	Pistacia lentiscus	
"664b2f1f-88d9-405b-b4a6-1bc9b65d2be7"	MELILOTUS ALBA	Melilotus albus	
"664b2f1f-88d9-405b-b4a6-1bc9b65d2be7"	MELILOTUS ALBA AERIAL PART	Melilotus albus	
"664b2f1f-88d9-405b-b4a6-1bc9b65d2be7"	MELILOTUS ALBA [HPUS]	Melilotus albus	
"664b2f1f-88d9-405b-b4a6-1bc9b65d2be7"	MELILOTUS ALBA TOP	Melilotus albus	
"664b2f1f-88d9-405b-b4a6-1bc9b65d2be7"	MELILOTUS ALBUS TOP	Melilotus albus	
"664b2f1f-88d9-405b-b4a6-1bc9b65d2be7"	MELILOTUS OFFICINALIS SUBSP. ALBA TOP	Melilotus albus	
"664b2f1f-88d9-405b-b4a6-1bc9b65d2be7"	WHITE MELILOT TOP	Melilotus albus	
"664b2f1f-88d9-405b-b4a6-1bc9b65d2be7"	WHITE SWEETCLOVER TOP	Melilotus albus	
"66a6f108-73fc-4034-8364-dda72d1a6c74"	BETONICA OFFICINALIS	Stachys officinalis	
"66a6f108-73fc-4034-8364-dda72d1a6c74"	COMMON HEDGENETTLE	Stachys officinalis	
"66a6f108-73fc-4034-8364-dda72d1a6c74"	COMMON HEDGENETTLE WHOLE	Stachys officinalis	
"66a6f108-73fc-4034-8364-dda72d1a6c74"	STACHYS OFFICINALIS	Stachys officinalis	
"66a6f108-73fc-4034-8364-dda72d1a6c74"	STACHYS OFFICINALIS (L.) TREVIS.	Stachys officinalis	
"66a6f108-73fc-4034-8364-dda72d1a6c74"	STACHYS OFFICINALIS [WHO-DD]	Stachys officinalis	
"66a6f108-73fc-4034-8364-dda72d1a6c74"	STACHYS OFFICINALIS WHOLE	Stachys officinalis	
"66a6f108-73fc-4034-8364-dda72d1a6c74"	WOOD BETONY [HOC]	Stachys officinalis	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	CALIFORNIA NETTLE ROOT	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	NETTLE ROOT [EMA HERBAL SUBSTANCE]	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	NETTLE ROOT (URTICA DIOICA L.) [EMA HERBAL SUBSTANCE]	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	SLENDER NETTLE ROOT	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	STINGING NETTLE [DSC]	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	STINGING NETTLE ROOT	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	TALL NETTLE ROOT	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	URTICA CALIFORNICA ROOT	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	URTICA DIOICA L. ROOT [EMA HERBAL SUBSTANCE]	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	URTICA DIOICA ROOT	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	URTICA DIOICA ROOT EXTRACT	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	URTICA DIOICA ROOT EXTRACT [WHO-DD]	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	URTICA DIOICA ROOT [WHO-DD]	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	URTICAE RADIX	Urtica dioica	
"66e2a5df-43f1-4daa-a6d0-5ece65e30869"	URTICAE RADIX [EMA HERBAL SUBSTANCE]	Urtica dioica	
"67b4178f-fb6d-4e26-9d07-c61cdcb12997"	BRITISH SOLDIER LICHEN WHOLE	Cladonia leporina	
"67b4178f-fb6d-4e26-9d07-c61cdcb12997"	CLADONIA CRISTATELLA TUCK.	Cladonia leporina	
"67b4178f-fb6d-4e26-9d07-c61cdcb12997"	CLADONIA CRISTATELLA WHOLE	Cladonia leporina	
"67c1d5cf-6bca-4498-9d1a-40a42b25cf37"	MAJORANA SYRIACA WHOLE	Origanum syriacum	
"67c1d5cf-6bca-4498-9d1a-40a42b25cf37"	ORIGANUM SYRIACUM L.	Origanum syriacum	
"67c1d5cf-6bca-4498-9d1a-40a42b25cf37"	ORIGANUM SYRIACUM WHOLE	Origanum syriacum	
"67c1d5cf-6bca-4498-9d1a-40a42b25cf37"	SCHIZOCALYX SYRIACUS WHOLE	Origanum syriacum	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	RIVINA BENGALENSIS WHOLE	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	RIVINA HUMILIS L.	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	RIVINA HUMILIS WHOLE	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	RIVINA LAEVIS WHOLE	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	RIVINA PARAGUAYENSIS WHOLE	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	RIVINA PORTULACCOIDES WHOLE	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	RIVINA PURPURASCENS WHOLE	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	RIVINA TINCTARIA WHOLE	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	RIVINA VIRIDIFLORA WHOLE	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	ROUGEPLANT WHOLE	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	SOLANOIDES LAEVIS WHOLE	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	SOLANOIDES PUBESCENS WHOLE	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	SOLANOIDES UNDULATA WHOLE	Rivina humilis	
"67d11283-529f-468c-a9fa-6cbabae0e71b"	TITHONIA HUMILIS WHOLE	Rivina humilis	
"67fd0735-4963-4c82-a199-a309502a726d"	MONTEZUMA PINE [HOC]	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	MONTEZUMA PINE WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS ANTOINEANA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS AZTECAENSIS WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS BACKHOUSIANA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS BOOTHIANA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS BOUCHEIANA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS BULLATA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS CARRIEREI WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS CHALMAENSIS WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS COARCTATA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS CORNEA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS DECAISNEANA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS DEPAUPERATA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS DOELLERIANA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS ELEGANS WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS EXSERTA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS HAAGEANA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS HENDERSONII WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS HORIZONTALIS WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS INFLEXA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS JOSTII WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS KETELEERI WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS LEROYI WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS MONSTROSA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS MONTEZUMAE LAMB.	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS MONTEZUMAE VAR. MONTEZUMAE WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS MONTEZUMAE WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS NE-PLUS-ULTRA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS NESSELRODIANA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS NITIDA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS OCCIDENTALIS WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS OCOTE WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS ORTGIESIANA WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS PAXTONII WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS PESCATAREI WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS PESCATOREI WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS PLANCHONII WHOLE	Pinus heldreichii	
"67fd0735-4963-4c82-a199-a309502a726d"	PINUS PSEUDOSTROBUS WHOLE	Pinus heldreichii	
